"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","38/449","361/18670",2.10312541165229e-14,1.64893981743377e-12,1.31557206601229e-12,"IL23R/SLAMF6/PTPRC/CR2/CR1/CD28/INPP5D/CCR2/KLHL6/CXCL13/IL7R/GAPT/IRF4/LTA/TNF/CCR6/MYO1G/CCL19/CD27/PTPN6/AICDA/BATF/CD19/C17orf99/CD70/FCER2/JAK3/IL12RB1/POU2F2/LILRB1/SLA2/AIRE/IGLL5/WAS/FOXP3/BTK/SASH3/CD40LG",38
"BP","GO:0002697","regulation of immune effector process","43/449","462/18670",3.00254766444911e-14,2.30508086322812e-12,1.83906044447508e-12,"IL23R/FCRL3/AIM2/SLAMF6/CD84/PTPRC/CR2/CR1/CD28/CCR2/CD96/CD86/STAP1/IL7R/IRF4/LTA/TNF/NCR3/MYB/CCL19/TSPAN32/BIRC3/CRTAM/LAG3/PTPN6/KLRC4-KLRK1/RASGRP1/SEMA7A/CD19/C17orf99/VAV1/FCER2/JAK3/IL12RB1/LILRB1/NCR1/RAC2/WAS/FOXP3/BTK/SH2D1A/SASH3/CD40LG",43
"BP","GO:0070665","positive regulation of leukocyte proliferation","24/449","139/18670",3.15830004987022e-14,2.37517054770852e-12,1.89498002992213e-12,"IL23R/FCRL3/PTPRC/ZAP70/CD28/CCR2/CD86/CARD11/CCL19/PTH/CD6/CCDC88B/CD3E/CLECL1/NCKAP1L/CORO1A/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/FOXP3/SASH3/CD40LG",24
"BP","GO:0050671","positive regulation of lymphocyte proliferation","23/449","130/18670",6.34775387038754e-14,4.67829460247561e-12,3.73247927578787e-12,"IL23R/FCRL3/PTPRC/ZAP70/CD28/CCR2/CD86/CARD11/CCL19/CD6/CCDC88B/CD3E/CLECL1/NCKAP1L/CORO1A/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/FOXP3/SASH3/CD40LG",23
"BP","GO:0030183","B cell differentiation","23/449","131/18670",7.53086703236416e-14,5.33677788735806e-12,4.25783636060589e-12,"FCRL3/PTPRC/CR2/ITGA4/DOCK10/INPP5D/CARD11/PTK2B/MS4A1/CD27/PTPN6/AICDA/NCKAP1L/CD19/PLCG2/IKZF3/CD79B/C17orf99/JAK3/CD79A/POU2F2/BTK/CD40LG",23
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","23/449","131/18670",7.53086703236416e-14,5.33677788735806e-12,4.25783636060589e-12,"IL23R/FCRL3/PTPRC/ZAP70/CD28/CCR2/CD86/CARD11/CCL19/CD6/CCDC88B/CD3E/CLECL1/NCKAP1L/CORO1A/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/FOXP3/SASH3/CD40LG",23
"BP","GO:0032609","interferon-gamma production","21/449","113/18670",2.8977533591949e-13,2.0147587035157e-11,1.60743299547793e-11,"IL23R/PTPN22/CD2/SLAMF6/EOMES/CCR2/CD96/TXK/ITK/LTA/TNF/CD3E/KLRC4-KLRK1/RASGRP1/IRF8/CCR7/IL12RB1/LILRB1/TLR7/FOXP3/SASH3",21
"BP","GO:0050853","B cell receptor signaling pathway","22/449","129/18670",4.90242292169745e-13,3.3454497160102e-11,2.66909692403528e-11,"PIK3CD/LCK/PTPN22/FCRL3/PTPRC/CTLA4/KLHL6/STAP1/ITK/LAT2/BLK/PAX5/MS4A1/PTPN6/NCKAP1L/PRKCB/CD19/PLCG2/CD79B/CD79A/IGLL5/BTK",22
"BP","GO:0033077","T cell differentiation in thymus","17/449","70/18670",5.44946521199635e-13,3.60663294040259e-11,2.87747648433748e-11,"PTPRC/ZAP70/CD28/IL7R/CAMK4/DOCK2/CCR6/CARD11/CD3E/CD3D/CD3G/TESPA1/BCL11B/RASGRP1/CCR7/AIRE/FOXP3",17
"BP","GO:0002699","positive regulation of immune effector process","28/449","219/18670",5.48090758921424e-13,3.60663294040259e-11,2.87747648433748e-11,"IL23R/SLAMF6/CD84/PTPRC/CD28/CCR2/CD86/STAP1/LTA/TNF/NCR3/MYB/CCL19/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/SEMA7A/C17orf99/VAV1/FCER2/IL12RB1/LILRB1/RAC2/FOXP3/BTK/SH2D1A/SASH3",28
"BP","GO:1902107","positive regulation of leukocyte differentiation","23/449","144/18670",6.05366527958035e-13,3.91364150092168e-11,3.12241682841513e-11,"RUNX3/IL23R/PTPRC/ZAP70/CASP8/INPP5D/CD86/IL7R/TNF/MYB/TOX/CCL19/CD27/NCKAP1L/TESPA1/TNFSF11/POU4F1/RASGRP1/EVI2B/IL12RB1/FOXP3/BTK/SASH3",23
"BP","GO:0042100","B cell proliferation","19/449","95/18670",1.00012819947863e-12,6.35426278461853e-11,5.06961535597788e-11,"FCRL3/PTPRC/CR2/CTLA4/INPP5D/IL7R/GAPT/CD180/CARD11/MS4A1/NCKAP1L/CD19/TNFRSF13B/IKZF3/CD70/CD79A/BTK/SASH3/CD40LG",19
"BP","GO:0032649","regulation of interferon-gamma production","19/449","101/18670",3.16971148475236e-12,1.97972657988347e-10,1.57948335002914e-10,"IL23R/PTPN22/CD2/SLAMF6/CCR2/CD96/TXK/LTA/TNF/CD3E/KLRC4-KLRK1/RASGRP1/IRF8/CCR7/IL12RB1/LILRB1/TLR7/FOXP3/SASH3",19
"BP","GO:0002695","negative regulation of leukocyte activation","24/449","175/18670",5.6398140155951e-12,3.46378577457799e-10,2.7635088676416e-10,"PLA2G2D/CNR2/RUNX3/PTPN22/TNFAIP8L2/CD84/PTPRC/LAX1/CTLA4/INPP5D/CCR2/TIGIT/CD86/RIPOR2/LST1/TSPAN32/LAG3/PTPN6/TNFRSF13B/JAK3/LILRB1/SLA2/FOXP3/BTK",24
"BP","GO:0002708","positive regulation of lymphocyte mediated immunity","19/449","105/18670",6.53082320608402e-12,3.94525959252781e-10,3.14764265998148e-10,"IL23R/SLAMF6/PTPRC/CD28/LTA/TNF/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/C17orf99/VAV1/FCER2/IL12RB1/FOXP3/BTK/SH2D1A/SASH3",19
"BP","GO:0046634","regulation of alpha-beta T cell activation","18/449","93/18670",7.16436586921992e-12,4.25817552065732e-10,3.3972960734688e-10,"RUNX3/IL23R/PTPRC/ZAP70/CD28/CCR2/CD86/IRF4/MYB/CCL19/CD3E/NCKAP1L/RASAL3/JAK3/IL12RB1/LILRB1/FOXP3/SASH3",18
"BP","GO:0045621","positive regulation of lymphocyte differentiation","18/449","94/18670",8.66745121772084e-12,5.0697710694129e-10,4.04481056826973e-10,"RUNX3/IL23R/PTPRC/ZAP70/INPP5D/CD86/IL7R/MYB/TOX/CCL19/CD27/NCKAP1L/TESPA1/RASGRP1/IL12RB1/FOXP3/BTK/SASH3",18
"BP","GO:0007059","chromosome segregation","32/449","321/18670",1.10848255567035e-11,6.38243471507071e-10,5.09209174011069e-10,"CDCA8/NUF2/NEK2/CENPF/NCAPH/BUB1/HJURP/FANCD2/SGO1/TACC3/NCAPG/CENPK/KIFC1/CDCA2/ESCO2/MKI67/CDCA5/ESPL1/SKA3/DLGAP5/BUB1B/NUSAP1/RMI2/HASPIN/AURKB/TOP2A/KIF18B/BRIP1/BIRC5/SKA1/MEI1/KIF4A",32
"BP","GO:0046635","positive regulation of alpha-beta T cell activation","15/449","62/18670",1.36563655202558e-11,7.74210876032962e-10,6.17687917377723e-10,"RUNX3/IL23R/PTPRC/ZAP70/CD28/CCR2/CD86/MYB/CCL19/CD3E/NCKAP1L/RASAL3/IL12RB1/FOXP3/SASH3",15
"BP","GO:0045061","thymic T cell selection","10/449","21/18670",1.63096499256417e-11,9.10622120848328e-10,7.26520769414948e-10,"PTPRC/ZAP70/CD28/DOCK2/CARD11/CD3E/CD3D/CD3G/CCR7/AIRE",10
"BP","GO:0032729","positive regulation of interferon-gamma production","15/449","65/18670",2.84898397230165e-11,1.54389793204876e-09,1.23176659978924e-09,"IL23R/PTPN22/CD2/SLAMF6/CCR2/TXK/LTA/TNF/CD3E/KLRC4-KLRK1/RASGRP1/IRF8/IL12RB1/TLR7/SASH3",15
"BP","GO:0050854","regulation of antigen receptor-mediated signaling pathway","15/449","65/18670",2.84898397230165e-11,1.54389793204876e-09,1.23176659978924e-09,"LCK/PTPN22/FCRL3/PTPRC/TRAT1/STAP1/BLK/PAX5/PTPN6/TESPA1/PRKCB/CD19/CCR7/KCNN4/UBASH3A",15
"BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","31/449","319/18670",4.51693978216677e-11,2.41230769525863e-09,1.9246091245754e-09,"CD52/LCK/MCOLN2/FASLG/PTPRC/CXCR4/GPR55/CCR4/CCR9/CCR2/CCR5/CXCL13/CCR6/PTK2B/CCL19/CALCA/MS4A1/CXCR5/PTPN6/GPR18/GPR65/PLCB2/CD19/CORO1A/PLCG2/P2RX5/CCR7/S1PR4/CXCR3/P2RY10/GPR174",31
"BP","GO:0043383","negative T cell selection","8/449","12/18670",4.78598763893612e-11,2.51948063563994e-09,2.01011480835317e-09,"PTPRC/ZAP70/CD28/DOCK2/THEMIS/CD3E/CCR7/AIRE",8
"BP","GO:0000280","nuclear division","35/449","407/18670",7.59377290059205e-11,3.94127508995517e-09,3.14446370813248e-09,"CDCA8/NUF2/ASPM/NEK2/CENPF/NCAPH/BUB1/CD28/FANCD2/DAZL/SGO1/TACC3/NCAPG/MND1/CENPK/KIFC1/MYBL1/MKI67/CDCA5/ESPL1/BRCA2/DLGAP5/BUB1B/NUSAP1/HASPIN/AURKB/TOP2A/KIF18B/BRIP1/BIRC5/TPX2/MYBL2/UBE2C/MEI1/KIF4A",35
"BP","GO:0050866","negative regulation of cell activation","24/449","199/18670",8.91533717984894e-11,4.56291909829769e-09,3.64042934843832e-09,"PLA2G2D/CNR2/RUNX3/PTPN22/TNFAIP8L2/CD84/PTPRC/LAX1/CTLA4/INPP5D/CCR2/TIGIT/CD86/RIPOR2/LST1/TSPAN32/LAG3/PTPN6/TNFRSF13B/JAK3/LILRB1/SLA2/FOXP3/BTK",24
"BP","GO:0002705","positive regulation of leukocyte mediated immunity","20/449","136/18670",9.35308824754673e-11,4.72138769756297e-09,3.76686019832704e-09,"IL23R/SLAMF6/PTPRC/CD28/STAP1/LTA/TNF/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/C17orf99/VAV1/FCER2/IL12RB1/FOXP3/BTK/SH2D1A/SASH3",20
"BP","GO:1903708","positive regulation of hemopoiesis","23/449","185/18670",1.19313951367539e-10,5.94151230796461e-09,4.74031104081844e-09,"RUNX3/IL23R/PTPRC/ZAP70/CASP8/INPP5D/CD86/IL7R/TNF/MYB/TOX/CCL19/CD27/NCKAP1L/TESPA1/TNFSF11/POU4F1/RASGRP1/EVI2B/IL12RB1/FOXP3/BTK/SASH3",23
"BP","GO:0072676","lymphocyte migration","18/449","111/18670",1.57310829397537e-10,7.72920541773234e-09,6.16658451238347e-09,"PIK3CD/ZAP70/ITGA4/CCR2/CXCL13/ADTRP/RIPOR2/CCR6/MYO1G/PTK2B/DOCK8/CCL19/KLRC4-KLRK1/ITGB7/CCL22/CCR7/AIRE/CXCR3",18
"BP","GO:0051480","regulation of cytosolic calcium ion concentration","32/449","357/18670",1.77166066813092e-10,8.59022310797687e-09,6.85352942671697e-09,"CD52/LCK/MCOLN2/FASLG/PTPRC/CXCR4/GPR55/CCR4/CCR9/CCR2/CCR5/CXCL13/CCR6/PTK2B/CCL19/CALCA/MS4A1/CXCR5/PTPN6/GPR18/GPR65/PLCB2/CD19/CORO1A/PLCG2/P2RX5/P2RX1/CCR7/S1PR4/CXCR3/P2RY10/GPR174",32
"BP","GO:0000819","sister chromatid segregation","23/449","189/18670",1.84310061746782e-10,8.82055295502455e-09,7.0372932666953e-09,"CDCA8/NUF2/NEK2/CENPF/NCAPH/BUB1/SGO1/TACC3/NCAPG/CENPK/KIFC1/ESCO2/CDCA5/ESPL1/DLGAP5/BUB1B/NUSAP1/RMI2/HASPIN/AURKB/TOP2A/KIF18B/KIF4A",23
"BP","GO:0030595","leukocyte chemotaxis","25/449","224/18670",1.93606567910283e-10,9.14666926601784e-09,7.29747832892603e-09,"PIK3CD/CNR2/CXCR4/CCR2/CCR5/STAP1/CXCL13/RIPOR2/GPSM3/CCR6/PTK2B/CCL19/CALCA/JAML/CXCR5/KLRC4-KLRK1/NCKAP1L/TNFSF11/GPR18/CORO1A/CCL22/CCR7/VAV1/RAC2/CXCR3",25
"BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","15/449","74/18670",2.05575921663744e-10,9.58920596621386e-09,7.65054695811906e-09,"PLA2G2D/RUNX3/IL23R/SLAMF6/CD86/IRF4/MYB/CCL19/FUT7/NCKAP1L/BATF/JAK3/IL12RB1/FOXP3/SASH3",15
"BP","GO:0002819","regulation of adaptive immune response","21/449","160/18670",2.79692899655117e-10,1.28833541903638e-08,1.02787140623256e-08,"IL23R/CD48/PTPRC/CR1/CD28/CCR2/IL7R/LTA/TNF/CCL19/PTPN6/ADCY7/C17orf99/FCER2/JAK3/IL12RB1/LILRB1/WAS/FOXP3/BTK/SASH3",21
"BP","GO:0055074","calcium ion homeostasis","37/449","471/18670",2.8407265909855e-10,1.29235524540513e-08,1.03107854043177e-08,"CD52/LCK/MCOLN2/FASLG/PTPRC/CXCR4/GPR55/CCR4/CCR9/CCR2/CCR5/CXCL13/CCR6/KEL/PTK2B/CCL19/PTH/CALCA/MS4A1/CXCR5/PTPN6/TNFSF11/GPR18/GPR65/PLCB2/PRKCB/CD19/CORO1A/PLCG2/P2RX5/P2RX1/ATP2A3/CCR7/S1PR4/CXCR3/P2RY10/GPR174",37
"BP","GO:0001910","regulation of leukocyte mediated cytotoxicity","15/449","78/18670",4.50831703714863e-10,2.02599369291374e-08,1.61639659624597e-08,"IL23R/SLAMF6/PTPRC/STAP1/IL7R/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/VAV1/IL12RB1/LILRB1/NCR1/SH2D1A",15
"BP","GO:0006874","cellular calcium ion homeostasis","36/449","458/18670",4.9191362427611e-10,2.18397795838249e-08,1.74244103056839e-08,"CD52/LCK/MCOLN2/FASLG/PTPRC/CXCR4/GPR55/CCR4/CCR9/CCR2/CCR5/CXCL13/CCR6/KEL/PTK2B/CCL19/PTH/CALCA/MS4A1/CXCR5/PTPN6/GPR18/GPR65/PLCB2/PRKCB/CD19/CORO1A/PLCG2/P2RX5/P2RX1/ATP2A3/CCR7/S1PR4/CXCR3/P2RY10/GPR174",36
"BP","GO:0000070","mitotic sister chromatid segregation","20/449","151/18670",6.3374667230248e-10,2.78018629456505e-08,2.21811335305868e-08,"CDCA8/NUF2/NEK2/CENPF/NCAPH/BUB1/SGO1/TACC3/NCAPG/CENPK/KIFC1/CDCA5/ESPL1/DLGAP5/BUB1B/NUSAP1/HASPIN/AURKB/KIF18B/KIF4A",20
"BP","GO:0001909","leukocyte mediated cytotoxicity","17/449","107/18670",7.09355703382508e-10,3.07526560819358e-08,2.45353619758185e-08,"IL23R/SLAMF6/PTPRC/STAP1/IL7R/NCR3/CRTAM/LAG3/PTPN6/KLRC4-KLRK1/RASGRP1/CORO1A/VAV1/IL12RB1/LILRB1/NCR1/SH2D1A",17
"BP","GO:0048285","organelle fission","35/449","449/18670",1.07903766790487e-09,4.62355093747609e-08,3.68880319027943e-08,"CDCA8/NUF2/ASPM/NEK2/CENPF/NCAPH/BUB1/CD28/FANCD2/DAZL/SGO1/TACC3/NCAPG/MND1/CENPK/KIFC1/MYBL1/MKI67/CDCA5/ESPL1/BRCA2/DLGAP5/BUB1B/NUSAP1/HASPIN/AURKB/TOP2A/KIF18B/BRIP1/BIRC5/TPX2/MYBL2/UBE2C/MEI1/KIF4A",35
"BP","GO:0098813","nuclear chromosome segregation","26/449","262/18670",1.09724697667572e-09,4.64753460810346e-08,3.70793805911104e-08,"CDCA8/NUF2/NEK2/CENPF/NCAPH/BUB1/FANCD2/SGO1/TACC3/NCAPG/CENPK/KIFC1/ESCO2/CDCA5/ESPL1/DLGAP5/BUB1B/NUSAP1/RMI2/HASPIN/AURKB/TOP2A/KIF18B/BRIP1/MEI1/KIF4A",26
"BP","GO:0045582","positive regulation of T cell differentiation","15/449","83/18670",1.12497560394007e-09,4.71083534149904e-08,3.75844122225432e-08,"RUNX3/IL23R/PTPRC/ZAP70/CD86/IL7R/MYB/CCL19/CD27/NCKAP1L/TESPA1/RASGRP1/IL12RB1/FOXP3/SASH3",15
"BP","GO:0002237","response to molecule of bacterial origin","30/449","343/18670",1.20068395326259e-09,4.97137119974453e-08,3.9663042950472e-08,"CNR2/IL23R/GFI1/PTPN22/FASLG/IL24/KMO/CASP8/CCR5/CD96/CD86/TLR6/STAP1/CXCL13/TNIP3/CD180/LY86/LTA/TNF/CD6/IL10RA/AICDA/KLRC4-KLRK1/PLCG2/IRF8/CCR7/MIR142/ACP5/LILRB1/CSF2RB",30
"BP","GO:0140014","mitotic nuclear division","26/449","264/18670",1.29207563473554e-09,5.29033190444497e-08,4.22078040680277e-08,"CDCA8/NUF2/NEK2/CENPF/NCAPH/BUB1/CD28/SGO1/TACC3/NCAPG/CENPK/KIFC1/MKI67/CDCA5/ESPL1/DLGAP5/BUB1B/NUSAP1/HASPIN/AURKB/KIF18B/BIRC5/TPX2/MYBL2/UBE2C/KIF4A",26
"BP","GO:0045060","negative thymic T cell selection","7/449","11/18670",1.34878956147202e-09,5.46185663079605e-08,4.35762781398654e-08,"PTPRC/ZAP70/CD28/DOCK2/CD3E/CCR7/AIRE",7
"BP","GO:0060326","cell chemotaxis","28/449","304/18670",1.36561946748501e-09,5.46989971487201e-08,4.36404482000644e-08,"PIK3CD/CNR2/CXCR4/CCR4/CCR9/CCR2/CCR5/STAP1/CXCL13/RIPOR2/GPSM3/CCR6/PTK2B/CCL19/CALCA/JAML/CXCR5/KLRC4-KLRK1/BIN2/NCKAP1L/TNFSF11/GPR18/CORO1A/CCL22/CCR7/VAV1/RAC2/CXCR3",28
"BP","GO:0031341","regulation of cell killing","16/449","98/18670",1.4932251370639e-09,5.91670390331233e-08,4.72051817523426e-08,"IL23R/SLAMF6/PTPRC/STAP1/IL7R/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/VAV1/FCER2/IL12RB1/LILRB1/NCR1/SH2D1A",16
"BP","GO:0002312","B cell activation involved in immune response","14/449","73/18670",1.79321539787556e-09,7.02978589486325e-08,5.6085673082491e-08,"PTPRC/CD28/DOCK10/GAPT/CD180/CCR6/PTK2B/AICDA/BATF/CD19/PLCG2/C17orf99/FOXP3/CD40LG",14
"BP","GO:0042035","regulation of cytokine biosynthetic process","17/449","114/18670",1.94697069604897e-09,7.55219685783207e-08,6.02536194356209e-08,"TNFRSF8/PTPRC/CD28/INPP5D/CCR2/CD86/TLR6/IRF4/TNF/LTB/CARD11/CD3E/LAG3/LILRB1/TLR7/CYBB/FOXP3",17
"BP","GO:0032496","response to lipopolysaccharide","29/449","330/18670",2.04890142543148e-09,7.78529749972973e-08,6.2113364041263e-08,"CNR2/IL23R/GFI1/PTPN22/FASLG/IL24/KMO/CASP8/CCR5/CD96/CD86/STAP1/CXCL13/TNIP3/CD180/LY86/LTA/TNF/CD6/IL10RA/AICDA/KLRC4-KLRK1/PLCG2/IRF8/CCR7/MIR142/ACP5/LILRB1/CSF2RB",29
"BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","19/449","145/18670",2.04931847347024e-09,7.78529749972973e-08,6.2113364041263e-08,"IL23R/PTPRC/CR1/CD28/CCR2/IL7R/LTA/TNF/CCL19/PTPN6/C17orf99/FCER2/JAK3/IL12RB1/LILRB1/WAS/FOXP3/BTK/SASH3",19
"BP","GO:0051250","negative regulation of lymphocyte activation","19/449","146/18670",2.30439784007189e-09,8.66500616394381e-08,6.91319352021568e-08,"PLA2G2D/RUNX3/PTPN22/TNFAIP8L2/LAX1/CTLA4/INPP5D/TIGIT/CD86/RIPOR2/LST1/LAG3/PTPN6/TNFRSF13B/JAK3/LILRB1/SLA2/FOXP3/BTK",19
"BP","GO:0002228","natural killer cell mediated immunity","13/449","64/18670",3.26138399931903e-09,1.21395959974653e-07,9.6853221797959e-08,"SLAMF6/CD96/NCR3/CRTAM/LAG3/PTPN6/KLRC4-KLRK1/RASGRP1/CORO1A/VAV1/LILRB1/NCR1/SH2D1A",13
"BP","GO:0072503","cellular divalent inorganic cation homeostasis","36/449","493/18670",3.56433062290328e-09,1.31345583453986e-07,1.04791320313356e-07,"CD52/LCK/MCOLN2/FASLG/PTPRC/CXCR4/GPR55/CCR4/CCR9/CCR2/CCR5/CXCL13/CCR6/KEL/PTK2B/CCL19/PTH/CALCA/MS4A1/CXCR5/PTPN6/GPR18/GPR65/PLCB2/PRKCB/CD19/CORO1A/PLCG2/P2RX5/P2RX1/ATP2A3/CCR7/S1PR4/CXCR3/P2RY10/GPR174",36
"BP","GO:0019724","B cell mediated immunity","23/449","221/18670",4.0828548277822e-09,1.48963564756212e-07,1.18847457363165e-07,"PTPRC/CR2/CR1/CD28/INPP5D/GAPT/LTA/TNF/CCR6/CD27/PTPN6/AICDA/BATF/CD19/C17orf99/CD70/FCER2/POU2F2/SLA2/IGLL5/FOXP3/BTK/CD40LG",23
"BP","GO:0031349","positive regulation of defense response","31/449","384/18670",4.37055070470744e-09,1.57896856341636e-07,1.25974696782744e-07,"GBP5/PYHIN1/AIM2/SLAMF6/CD28/CCR2/TLR10/TLR6/TXK/STAP1/LTA/TNF/NCR3/GPSM3/CARD11/CD6/CRTAM/LAG3/KLRC4-KLRK1/TNFSF11/RASGRP1/NLRC5/PLCG2/CCR7/MIR142/VAV1/ICAM3/ZBP1/TLR7/BTK/SH2D1A",31
"BP","GO:0035710","CD4-positive, alpha-beta T cell activation","15/449","92/18670",4.97093782709156e-09,1.77843746532354e-07,1.41888904967468e-07,"PLA2G2D/RUNX3/IL23R/SLAMF6/CD86/IRF4/MYB/CCL19/FUT7/NCKAP1L/BATF/JAK3/IL12RB1/FOXP3/SASH3",15
"BP","GO:0042108","positive regulation of cytokine biosynthetic process","13/449","67/18670",5.89910350869992e-09,2.09021119514992e-07,1.66763118419017e-07,"TNFRSF8/PTPRC/CD28/CCR2/CD86/TLR6/IRF4/TNF/LTB/CARD11/CD3E/TLR7/CYBB",13
"BP","GO:0045076","regulation of interleukin-2 biosynthetic process","8/449","19/18670",6.30012641956691e-09,2.21104436724801e-07,1.76403539747874e-07,"PTPRC/CD28/CD86/IRF4/CARD11/CD3E/LAG3/FOXP3",8
"BP","GO:0042089","cytokine biosynthetic process","17/449","123/18670",6.39752319729003e-09,2.22404462094469e-07,1.77440737736157e-07,"TNFRSF8/PTPRC/CD28/INPP5D/CCR2/CD86/TLR6/IRF4/TNF/LTB/CARD11/CD3E/LAG3/LILRB1/TLR7/CYBB/FOXP3",17
"BP","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","12/449","56/18670",6.92516713128648e-09,2.38497578306455e-07,1.90280293140021e-07,"IL23R/SLAMF6/PTPRC/STAP1/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/VAV1/IL12RB1/SH2D1A",12
"BP","GO:0031343","positive regulation of cell killing","13/449","68/18670",7.13579129931709e-09,2.43475842018366e-07,1.9425209648141e-07,"IL23R/SLAMF6/PTPRC/STAP1/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/VAV1/FCER2/IL12RB1/SH2D1A",13
"BP","GO:0042107","cytokine metabolic process","17/449","124/18670",7.2522655852538e-09,2.45179804418901e-07,1.95611567161892e-07,"TNFRSF8/PTPRC/CD28/INPP5D/CCR2/CD86/TLR6/IRF4/TNF/LTB/CARD11/CD3E/LAG3/LILRB1/TLR7/CYBB/FOXP3",17
"BP","GO:0002715","regulation of natural killer cell mediated immunity","11/449","46/18670",8.6087874777761e-09,2.88394380505499e-07,2.30089410769652e-07,"SLAMF6/CD96/NCR3/CRTAM/LAG3/KLRC4-KLRK1/RASGRP1/VAV1/LILRB1/NCR1/SH2D1A",11
"BP","GO:1990868","response to chemokine","15/449","97/18670",1.05195698828042e-08,3.46112634090478e-07,2.7613870942361e-07,"CXCR4/CCR4/CCR9/CCR2/CCR5/CXCL13/RIPOR2/CCR6/PTK2B/DOCK8/CCL19/CXCR5/CCL22/CCR7/CXCR3",15
"BP","GO:1990869","cellular response to chemokine","15/449","97/18670",1.05195698828042e-08,3.46112634090478e-07,2.7613870942361e-07,"CXCR4/CCR4/CCR9/CCR2/CCR5/CXCL13/RIPOR2/CCR6/PTK2B/DOCK8/CCL19/CXCR5/CCL22/CCR7/CXCR3",15
"BP","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","11/449","47/18670",1.09983619451844e-08,3.58663396177032e-07,2.86152071848161e-07,"RUNX3/IL23R/CD86/IRF4/MYB/CCL19/NCKAP1L/JAK3/IL12RB1/FOXP3/SASH3",11
"BP","GO:0002831","regulation of response to biotic stimulus","31/449","400/18670",1.14393136402453e-08,3.69770796178105e-07,2.95013878090537e-07,"IL23R/GBP5/PTPN22/PYHIN1/AIM2/SLAMF6/CR1/CD96/TXK/CD180/LY86/NCR3/TREML2/CARD11/TSPAN32/BIRC3/CRTAM/LAG3/PTPN6/KLRC4-KLRK1/RASGRP1/NLRC3/NLRC5/PLCG2/VAV1/ICAM3/IL12RB1/LILRB1/NCR1/ZBP1/SH2D1A",31
"BP","GO:0042267","natural killer cell mediated cytotoxicity","12/449","60/18670",1.59080205138896e-08,5.09748309510289e-07,4.06692002702917e-07,"SLAMF6/NCR3/CRTAM/LAG3/PTPN6/KLRC4-KLRK1/RASGRP1/CORO1A/VAV1/LILRB1/NCR1/SH2D1A",12
"BP","GO:0042094","interleukin-2 biosynthetic process","8/449","22/18670",2.50141275494512e-08,7.94629827756274e-07,6.3397874996023e-07,"PTPRC/CD28/CD86/IRF4/CARD11/CD3E/LAG3/FOXP3",8
"BP","GO:0045088","regulation of innate immune response","26/449","305/18670",2.64977601272826e-08,8.34566205718261e-07,6.65841151916333e-07,"GBP5/PTPN22/PYHIN1/AIM2/SLAMF6/CR1/CD96/TXK/NCR3/TREML2/CARD11/BIRC3/CRTAM/LAG3/PTPN6/KLRC4-KLRK1/RASGRP1/NLRC3/NLRC5/PLCG2/VAV1/ICAM3/LILRB1/NCR1/ZBP1/SH2D1A",26
"BP","GO:0046637","regulation of alpha-beta T cell differentiation","12/449","63/18670",2.84180379328141e-08,8.87461608325593e-07,7.08042640020961e-07,"RUNX3/IL23R/ZAP70/CD86/IRF4/MYB/CCL19/NCKAP1L/JAK3/IL12RB1/FOXP3/SASH3",12
"BP","GO:0002440","production of molecular mediator of immune response","25/449","286/18670",3.00633921717814e-08,9.30954623134574e-07,7.42742630126363e-07,"FCRL3/PTPRC/LAX1/CD28/CCR2/CD96/POLQ/IL7R/GAPT/TNF/CCR6/CARD11/AICDA/BATF/SEMA7A/C17orf99/TMIGD2/JAK3/POU2F2/LILRB1/VPREB3/FOXP3/BTK/SASH3/CD40LG",25
"BP","GO:0006968","cellular defense response","11/449","52/18670",3.42283526815686e-08,1.0510956635965e-06,8.3859464069843e-07,"FCMR/CCR9/CCR2/CCR5/TRAT1/ITK/CCR6/NCF1/PTK2B/NCR1/SH2D1A",11
"BP","GO:0002286","T cell activation involved in immune response","15/449","106/18670",3.61708260033606e-08,1.1015660646478e-06,8.7886139214777e-07,"IL23R/SLAMF6/EOMES/CD86/IRF4/MYB/CCL19/APBB1IP/LCP1/BATF/ITGAL/JAK3/IL12RB1/LILRB1/FOXP3",15
